Timestamp,mobile-15,mobile-13,mobile-14,mobile-9,mobile-39,mobile-37,mobile-21,mobile-43,mobile-10,mobile-22,mobile-32,mobile-44,mobile-34,mobile-49,mobile-46,mobile-23,mobile-45,mobile-8,mobile-31,mobile-36,mobile-7,mobile-12,mobile-5,mobile-11,mobile-42,static-15,static-13
2020-04-07 14:40:00,,,,18.0,,,,,,,,,,,35.0,37.0,,,49.0,,39.0,,51.0,,,19.992,18.988
2020-04-07 14:50:00,,,,18.0,,,,,,,,,,,36.0,393.785830814515,,,52.0,,39.0,,50.0,,,19.944000000000003,19.596
2020-04-07 15:00:00,,,,18.0,,,,,,,,,,,38.0,35.0,,,48.0,,39.0,,51.0,,,19.55,19.972
2020-04-07 15:10:00,,,,16.0,,,,,,,,,,,37.0,35.0,,,50.0,,41.0,,47.0,,,19.544,19.250999999999998
2020-04-07 15:20:00,,,,16.0,,,,,,,,,,,40.0,35.0,,,51.0,,39.0,,47.0,,,19.94,19.78
2020-04-07 15:30:00,,,,16.0,,,,,,,,,,,36.0,37.0,,,51.0,,39.0,,48.0,,,19.844,19.285999999999998
2020-04-07 15:40:00,,,,18.0,,,,,,,,,,,,36.0,,,49.0,,39.0,,46.0,,,18.587,19.102999999999998
2020-04-07 15:50:00,,,,15.0,,,,23.0,,,,,,,,37.0,,,49.0,,40.0,,46.0,,,19.628,19.639
2020-04-07 16:00:00,,,,18.0,,,,24.0,,,,,,,,36.0,,,50.0,,39.0,,47.0,,,19.987000000000002,19.987000000000002
2020-04-07 16:10:00,,,,18.0,,,,26.0,21.0,,,,,,,,,,55.0,,,,45.0,,47.0,18.779,19.852999999999998
2020-04-07 16:20:00,,,,18.0,,,,23.0,27.0,,,,,,,,,,52.0,,,,48.0,,48.0,18.521,19.805
2020-04-07 16:30:00,,,,17.0,,,,25.0,24.0,,,,,,,,,,49.0,,,,45.0,,,19.565,19.951
2020-04-07 16:40:00,,,,16.0,,,,23.0,26.0,,,,16.0,,,,,,47.0,,,,47.0,,,19.882,19.673
2020-04-07 16:50:00,,,,17.0,,,,24.0,23.0,,,,17.0,,,,,,47.0,,,,46.0,,,19.582,19.816
2020-04-07 17:00:00,,,,17.0,,,,27.0,25.0,,58.0,,,,,,,,,,,,44.0,,,19.76,18.894000000000002
2020-04-07 17:10:00,,,,,,,,1023.8105602040249,28.0,,,,,,,,,,,,,,,,,18.37,19.392
2020-04-07 17:20:00,,,,,,,,25.0,21.0,20.0,,,,,,,,,,,,,,,,19.987000000000002,19.932000000000002
2020-04-07 17:30:00,,,,,,,,25.0,24.0,23.0,,,,,,,,,,,,,,,,574.825,19.989
2020-04-07 17:40:00,,,,,,,,24.0,25.0,29.0,,,,,,,,,,,,,,,,19.993,19.590999999999998
2020-04-07 17:50:00,,,,,,,,23.0,25.0,24.0,,,,,,,,,,,,,,,,843.3539999999999,19.648
2020-04-07 18:00:00,,,,,,,,23.0,25.0,24.0,,,,,,,,,,,,,,,,18.688,19.608
2020-04-07 18:10:00,,,17.0,,,,,28.0,24.0,25.0,,,,,,,,,,,,,,,,18.992,19.702
2020-04-07 18:20:00,,,19.0,,,,,25.0,920.0854330622614,26.0,,,,,,,,,,,,,,,,19.9,17.985
2020-04-07 18:30:00,,,19.0,,,,,27.0,23.0,24.0,,,,,,,,,,,,,,,,19.833,19.598
2020-04-07 18:40:00,,,17.0,,,,,24.0,25.0,23.0,,,,,35.0,,,,,,,,,,,19.586,19.958
2020-04-07 18:50:00,,,16.0,,,,,21.0,25.0,23.0,,,,,38.0,,,,,,,,,,,19.726,18.923
2020-04-07 19:00:00,,,17.0,,,,,,24.0,26.0,,,,,36.0,,,,,,,,,,,19.609,19.326
2020-04-07 19:10:00,,,18.0,,,,,,28.0,22.0,,,,,,,,,,,,,,,,19.987000000000002,19.616
2020-04-07 19:20:00,,,18.0,,,,,,23.0,27.0,,,,,,,,,,,,,,,,19.917,18.904
2020-04-07 19:30:00,,,15.0,,,,,,23.0,25.0,,,,,,,,,,,,,,,,19.064,19.897000000000002
2020-04-07 19:40:00,,,12.0,,,,,,23.0,25.0,,,,,,,,,,,,,,,,19.24,19.401
2020-04-07 19:50:00,,,,,,,,,25.0,23.0,,,,,,,,,,,,,,,,19.692999999999998,19.671
2020-04-07 20:00:00,,,,,,,,,24.0,26.0,,,,,,,,,,,,,,,,19.548,19.908
2020-04-07 20:10:00,,,,,,,,,23.0,26.0,,,,,,,,,,,,,,,,18.95,19.947
2020-04-07 20:20:00,,,,,,,,,26.0,24.0,,,,,,,,,,,,,,,,19.445999999999998,19.904
2020-04-07 20:30:00,,,,,,,,,24.0,29.0,,,,21.0,,,,,,,,,,,,19.314,19.66
2020-04-07 20:40:00,,,,,,,,23.0,25.0,25.0,,,,20.0,37.0,,,,,,,,,,,19.85,19.916
2020-04-07 20:50:00,,,,,,,,25.0,23.0,24.0,,,,20.0,37.0,,,,,,,,,,,19.587,19.896
2020-04-07 21:00:00,,,,,,,,21.0,24.0,25.0,,,,,,,,,,,,,,,,19.715,19.663
2020-04-07 21:10:00,,,,,,,,25.0,26.0,24.0,,,,,,,,,,,,,,,,19.566,19.442
2020-04-07 21:20:00,,,,,,,,27.0,23.0,25.0,,,,,,,,,,,,,,,,19.873,19.995
2020-04-07 21:30:00,,,,,,,,24.0,23.0,26.0,,,,,,,,,,,,,,,,19.677,18.829
2020-04-07 21:40:00,,,,,,,,28.0,27.0,23.0,,,,,,,,,,,,,,,,19.346,19.506
2020-04-07 21:50:00,,,,,,,,27.0,25.0,23.0,,,,,,,,,,,,,,,,19.727999999999998,19.842
2020-04-07 22:00:00,,,,,,,,26.0,24.0,24.0,,,,,,,,,,,,,,,,19.887,19.711
2020-04-07 22:10:00,,,,,,,,24.0,22.0,24.0,,,,,,,,,,,,,,,,19.034000000000002,19.837
2020-04-07 22:20:00,,,,,,,,25.0,27.0,22.0,,,,,,,,,,,,,,,,18.104,19.97
2020-04-07 22:30:00,,,,,,,,26.0,25.0,23.0,,,,,,,,,,,,,,,,19.647000000000002,19.735
2020-04-07 22:40:00,,,,,,,,22.0,24.0,24.0,,,,,,,,,,,,,,,,19.822,19.447
2020-04-07 22:50:00,,,,,,,,25.0,25.0,28.0,,,,,,,,,,,,,,,,19.948,19.727999999999998
2020-04-07 23:00:00,,,,,,,,24.0,24.0,23.0,,,,,,,,,,,,,,,,19.671,19.615
2020-04-07 23:10:00,,,,,,,,23.0,24.0,23.0,,,,,,,,,,,,,,,,18.864,19.937
2020-04-07 23:20:00,,,,,,,,23.0,26.0,27.0,,,,,,,,,,,,,,,,19.554000000000002,19.86
2020-04-07 23:30:00,,,,,,,,29.0,23.0,25.0,,,,,,,,,,,,,,,,18.65,19.901
2020-04-07 23:40:00,,,,,,,,25.0,23.0,23.0,,,,,,,,,,,,,,,,19.984,19.267
2020-04-07 23:50:00,,,,,,,,24.0,23.0,24.0,,,,,,,,,,,,,,,,19.773,19.167
2020-04-08 00:00:00,,,,,,,,27.0,23.0,24.0,,,,,,,,,,,,,,,,18.658,18.906
2020-04-08 00:10:00,,,,,,,,23.0,24.0,26.0,,,,,,,,,,,,,,,,19.089000000000002,19.396
2020-04-08 00:20:00,,,,,,,,23.0,24.0,24.0,,,,,,,,,,,,,,,,19.76,19.475
2020-04-08 00:30:00,,,,,,,,24.0,24.0,26.0,,,,,,,,,,,,,,,,19.951,19.484
2020-04-08 00:40:00,,,,,,,,26.0,28.0,24.0,,,,,,,,,,,,,,,,19.788,19.557000000000002
2020-04-08 00:50:00,,,,,,,,23.0,24.0,25.0,,,,,,,,,,,,,,,,18.619,19.596
2020-04-08 01:00:00,,,,,,,,25.0,25.0,23.0,,,,,,,,,,,,,,,,19.516,19.871
2020-04-08 01:10:00,,,,,,,,24.0,25.0,24.0,,,,,,,,,,,,,,,,19.94,19.590999999999998
2020-04-08 01:20:00,,,,,,,,24.0,23.0,24.0,,,,,,,,,,,,,,,,17.831,19.861
2020-04-08 01:30:00,,,,,,,,24.0,25.0,30.0,,,,,,,,,,,,,,,,19.759,19.945999999999998
2020-04-08 01:40:00,,,,,,,,25.0,25.0,23.0,,,,,,,,,,,,,,,,19.563,19.291
2020-04-08 01:50:00,,,,,,,,25.0,26.0,23.0,,,,,,,,,,,,,,,,19.834,19.902
2020-04-08 02:00:00,,,,,,,,25.0,23.0,25.0,,,,,,,,,,,,,,,,19.95,18.752
2020-04-08 02:10:00,,,,,,,,28.0,25.0,26.0,,,,,,,,,,,,,,,,19.796,19.634
2020-04-08 02:20:00,,,,,,,,26.0,26.0,28.0,,,,,,,,,,,,,,,,19.987000000000002,19.688
2020-04-08 02:30:00,,,,,,,,25.0,24.0,23.0,,,,,,,,,,,,,,,,19.757,19.829
2020-04-08 02:40:00,,,,,,,,24.0,27.0,23.0,,,,,,,,,,,,,,,,19.704,19.675
2020-04-08 02:50:00,,,,,,,,25.0,24.0,23.0,,,,,,,,,,,,,,,,19.03,19.979
2020-04-08 03:00:00,,,,,,,,23.0,24.0,25.0,,,,,,,,,,,,,,,,19.736,19.863
2020-04-08 03:10:00,,,,,,,,22.0,23.0,27.0,,,,,,,,,,,,,,,,19.984,18.782
2020-04-08 03:20:00,,,,,,,,23.0,26.0,26.0,,,,,,,,,,,,,,,,19.664,19.956
2020-04-08 03:30:00,,,,,,,,25.0,24.0,27.0,,,,,,,,,,,,,,,,19.373,19.525
2020-04-08 03:40:00,,,,,,,,22.0,23.0,650.6495322805815,,,,,,,,,,,,,,,,19.475,19.68
2020-04-08 03:50:00,,,,,,,,27.0,22.0,23.0,,,,,,,,,,,,,,,,18.963,19.345
2020-04-08 04:00:00,,,,,,,,23.0,25.0,26.0,,,,,,,,,,,,,,,,19.783,19.256
2020-04-08 04:10:00,,,,,,,,24.0,26.0,25.0,,,,,,,,,,,,,,,,19.489,19.92
2020-04-08 04:20:00,,,,,,,,26.0,28.0,25.0,,,,,,,,,,,,,,,,18.988,933.548
2020-04-08 04:30:00,,,,,,,,23.0,23.0,22.0,,,,,,,,,,,,,,,,19.977,19.996
2020-04-08 04:40:00,,,,,,,,27.0,22.0,24.0,,,,,,,,,,,,,,,,19.736,19.503
2020-04-08 04:50:00,,,,,,,,23.0,24.0,29.0,,,,,,,,,,,,,,,,19.916,19.898
2020-04-08 05:00:00,,,,,,,,22.0,25.0,25.0,,,,,,,,,,,,,,,,19.319000000000003,19.236
2020-04-08 05:10:00,,,,,,,,23.0,32.0,23.0,,,,,,,,,,,,,,,,18.46,19.652
2020-04-08 05:20:00,,,,,,,,25.0,23.0,23.0,,,,,,,,,,,,,,,,19.617,19.855
2020-04-08 05:30:00,,,,,,,,28.0,24.0,24.0,,,,,,,,,,,,,,,,19.932000000000002,19.930999999999997
2020-04-08 05:40:00,,,,,,,,25.0,24.0,27.0,,,,,,,,,,,,,,,,19.487000000000002,19.329
2020-04-08 05:50:00,,,,,,,,24.0,25.0,24.0,,,,,,,,,,,,,,,,18.799,19.89
2020-04-08 06:00:00,,,,,,,,24.0,25.0,21.0,,,,,,,,,,,,,,,,19.997,19.579
2020-04-08 06:10:00,,,,,,,,25.0,25.0,26.0,,,,,,,,,,,,,,,,19.777,19.86
2020-04-08 06:20:00,,,,,,,,25.0,24.0,27.0,,,,,,,,,,,,,,,,19.38,19.464000000000002
2020-04-08 06:30:00,,,,,,,,26.0,22.0,23.0,,,,,,,,,,,,49.0,,,,19.292,19.933
2020-04-08 06:40:00,,,,,,,,24.0,26.0,25.0,,,,,,,,,,,,51.0,,,,19.969,19.648
2020-04-08 06:50:00,,,,,,,,34.0,24.0,26.0,,,,,,,,,,,,51.0,,,,19.076,19.417
2020-04-08 07:00:00,,,,,,,,26.0,25.0,26.0,,,,,,,,,,,,50.0,,,51.0,18.951,19.389
2020-04-08 07:10:00,,,,,,,,24.0,22.0,24.0,60.0,,,,,36.0,,,,,,49.0,,,,19.939,19.604
2020-04-08 07:20:00,,,,,,,,23.0,24.0,23.0,50.0,,,,,36.0,,,,,,53.0,,,,18.923,19.647000000000002
2020-04-08 07:30:00,,,,,,,,25.0,23.0,22.0,,,,,,37.0,,,,,,48.0,,,,19.750999999999998,18.864
2020-04-08 07:40:00,,,,,,,,24.0,,23.0,,,,,,44.0,,,,,35.0,51.0,,,,19.969,19.675
2020-04-08 07:50:00,,,,,,,,22.0,,25.0,,,,,,37.0,,,,,38.0,51.0,,,,19.570999999999998,19.771
2020-04-08 08:00:00,,,,,,,,26.0,,22.0,,,,,,36.0,,48.0,,,41.0,51.0,,,,19.14,19.63
2020-04-08 08:10:00,,,,,,,,25.0,,,,,,,,38.0,,,,,42.0,50.0,,,,19.634,19.896
2020-04-08 08:20:00,,,,,,,,21.0,,,,,,,,38.0,,,,,38.0,51.0,,,,19.642,19.915
2020-04-08 08:30:00,,,,,,,,24.0,,,,,,,,37.0,,,,,39.0,49.0,,,,19.407,19.969
2020-04-08 08:40:00,,,,,,,,24.138219978290035,,,,,,,,,,,,,39.771042077743076,48.314917182061045,,,,19.351,19.697
2020-04-08 08:50:00,,,,,,,,24.270329262005344,,,,,,,,,,,,,40.97628498859124,49.706010847278215,,,,19.741,18.46
2020-04-08 09:00:00,,,,,,,,23.747906427900013,,,,,,,,,,,,,791.3517979737242,48.087509998320684,,,,20.101,18.189
2020-04-08 09:10:00,,,,,,,,24.039718309094905,,,,,,,,,,,,,38.147081634027906,46.17894211335169,,,,20.250999999999998,19.254
2020-04-08 09:20:00,,,,,,,,28.12486419520905,,,,,,,,,,,,,38.480775431131704,47.016201399887784,,,,19.849,19.991
2020-04-08 09:30:00,,,,,,,,26.52977080862482,,,,,,,,,,,,,37.554846357597256,48.74772699935925,,,,19.315,19.808
2020-04-08 09:40:00,,,,,,,,22.057781849705485,,,,,,,,,,,,,37.35501621490026,47.04702412990588,,,,19.035,979.0360000000001
2020-04-08 09:50:00,,,,,,,,23.542574647033128,,,,,,,,,,,,,36.88209582212728,49.06636506642062,,,,263.925,19.508
2020-04-08 10:00:00,,,,,,,,24.358066755056466,,,,25.62291417569228,,,30.593974717462636,,,,,,37.208903120564884,45.40551424571026,,,,19.701,19.397000000000002
2020-04-08 10:10:00,,,,,,,,26.8166529333238,,,,40.342134590648776,,,38.01057594016064,,,,,,37.87073276363199,46.75049010881472,,,,19.336,19.465
2020-04-08 10:20:00,,,,,,,,23.81665872860025,,,,32.443821635315516,,,35.0984347930647,,,,,,38.65237313815016,46.82770328138873,,,,18.359,1076.755
2020-04-08 10:30:00,,,,,,,,24.81389524729991,,,,1284.6146540546295,,,45.89208798727614,,,,,,36.67960343182864,1010.8541976978464,,,,18.482,19.797
2020-04-08 10:40:00,,,,,,,,697.2621833616881,,,,70.67175661802189,,,884.1919306192583,,,,,,38.52581700318879,47.398525949538296,,,,19.452,18.715
2020-04-08 10:50:00,,,,,,,,29.128423586088328,,,,68.24088842033467,,,51.75886608269871,,,,,,38.89064581103343,45.16548865145339,,,,19.767,19.746
2020-04-08 11:00:00,,,,,,,,22.651295213247174,,,,70.3247379824726,,,52.370691940865534,,,,,,38.00540783537218,976.9581382962426,,,,19.38,19.599
2020-04-08 11:10:00,,,,,,,,23.99792399341657,,,,71.02079925245805,,,49.868842803111356,,,,,,39.36369862179932,45.19462125490862,,,,20.212,19.309
2020-04-08 11:20:00,,,,,,,,24.973524177111692,,,,69.90674178895279,,,52.874144698656174,,,,,,39.27586196273296,45.87084864858941,,,,19.68,19.543
2020-04-08 11:30:00,,,,,,,,24.187157385884838,,,,69.28669178050204,,,50.58132391899756,,,,,,38.98702292165758,49.27786238943221,,,,20.171,19.235
2020-04-08 11:40:00,,,,,,,,57.913495223775136,,,,906.4075232090087,,,50.907778640008964,,,,,,1329.3243871998434,,,,,19.781,20.293
2020-04-08 11:50:00,,,,,,,,57.91425826293753,,,,69.25691990601268,,,52.530646625941344,,,,,,38.50807597276474,,,,,18.867,20.168
2020-04-08 12:00:00,,,,,,,,22.2020994357672,,,,73.6583763315789,,,50.334429241130906,,,,,,40.69950134511439,,,,,19.144000000000002,19.311
2020-04-08 12:10:00,,,,,,,,24.65713313090511,,,,68.69316962094948,,,51.02196182275835,,,,47.860962823332656,,37.435180471327705,,,,,19.913,719.5310000000001
2020-04-08 12:20:00,,,,,,,,721.7944460778193,,,,72.66770032384565,,,49.98222821788072,,,,60.9209386078452,,41.91450757994215,,,,,20.192999999999998,19.647000000000002
2020-04-08 12:30:00,,,,,,,,65.29107027161533,,,,68.04845697722031,,,699.3980450511722,,,,122.15245896732335,,38.443686347166775,,,,,19.378,19.927
2020-04-08 12:40:00,,,,14.910646763672949,,,,62.93190461124985,,,,72.44000204815785,,,51.239113333697745,,,,67.9156079004305,,40.11647530512501,,,,,19.958,20.177
2020-04-08 12:50:00,,,,14.096317489741994,,,,64.65747391075746,,,,69.75085613377183,,,,,,,66.22205335144939,,40.11361665402421,,,,,19.548,20.362000000000002
2020-04-08 13:00:00,,,,52.24479658749522,,,,64.81414081705987,,,,68.19382055262722,,,,,,,70.21960730866799,,39.96983353303051,,,,,19.971,19.389
2020-04-08 13:10:00,,,,62.792726479976366,,,,65.10819096512724,,,,,,,,,,,79.3136239493376,,40.091026584162655,,,,,20.259,19.753
2020-04-08 13:20:00,,,,623.2159768123958,,,,68.96286910208073,,,,,,,,,,,83.50304240373032,,39.98267419991413,45.05669802992232,,,,19.497,19.759
2020-04-08 13:30:00,,,,442.3375833906797,,,,66.42641752468573,,,,,,,,,,,47.399670864317685,,39.02960072033163,78.24346873817021,,,,19.574,20.177
2020-04-08 13:40:00,,,,443.64203964107287,,,,60.96749809144881,,,,,,,,,,,47.781366150054026,,40.67248078141516,71.49088746432304,,,,20.285999999999998,18.566
2020-04-08 13:50:00,,,,444.0152876908124,,,,68.66076416733691,,,,,,,,,,,52.648901375718644,,38.14486495854413,,,,,19.53,20.807
2020-04-08 14:00:00,,,,443.3392562659633,,,,65.5449744486429,,,,,,,,,,,49.408336418233006,,38.18870012814901,,,,,19.676,19.076
2020-04-08 14:10:00,,,,447.8225286742274,,,,62.91711024591546,,,,,,,,,,,46.62139102613078,,39.75620832122544,,,,,20.874000000000002,19.616
2020-04-08 14:20:00,,,,444.11346866841023,,,,64.95964287298865,,,,,,,,,,,48.28324013746466,,38.57911219408643,,,,,19.94,20.113
2020-04-08 14:30:00,,,,445.20537232914324,,,,63.73189083938181,,,,,,,,,,,52.351746576961354,,39.85569671020578,,,,,19.84,19.032
2020-04-08 14:40:00,,,,444.29688826435074,,,,62.257470827794045,,,,,,,,,,,46.97265415899914,,37.56541074143257,,,,,19.779,19.496
2020-04-08 14:50:00,,,,445.8795532950213,,,,64.46131977814423,,,,,,,,,,,50.254190463186404,,37.847031296149694,,,,,18.458,20.624000000000002
2020-04-08 15:00:00,,,,443.85883648335675,,,,64.51762087622518,,,,,,,,,,,50.34963127808906,,37.743275378063075,,,,,20.579,19.163
2020-04-08 15:10:00,,,,446.2219780089826,,,,64.20880038203983,,,,,,,,,,,51.755106168964794,,38.13113867920015,,,,,20.53,420.11800000000005
2020-04-08 15:20:00,,,,441.8373557106642,,,,65.41522536041036,,,,,,,,,,,49.79108509181752,,40.94573309115849,,,,,20.5,21.254
2020-04-08 15:30:00,,,,442.3577052893646,,,,63.704064124582274,,,,,,,,,,,50.91990309368333,,38.59821100972368,,,,,19.566,18.878
2020-04-08 15:40:00,,,,443.20098854779485,,,,53.77016133367764,,,,,,,,,,,50.52701389588382,,40.68425024906087,,,,,20.639,18.844
2020-04-08 15:50:00,,,,443.5638278291776,,,,22.613108163905608,,,,,,,,,,,47.72662454765775,,37.723818567166376,,,,,20.993000000000002,19.252
2020-04-08 16:00:00,,,,460.5598668756034,,,,23.210932794541243,,,,,,,,,,,49.05473196414422,,41.370650250777175,,,,,20.090999999999998,20.548000000000002
2020-04-08 16:10:00,,,,347.8447278553608,,,,25.959137361304666,,,,,,,,,,,,,383.95724177476404,,,,,125.13,71.832
2020-04-08 16:20:00,,,,458.5416843438466,,,,25.016711261355486,,,,,,,,,,,,,37.303383790806066,,,,,200.78599999999997,128.815
2020-04-08 16:30:00,,,,251.68123161726143,,,,23.50792742149006,,,,,,,,,,,,,,,,,,197.449,122.64
2020-04-08 16:40:00,,,,63.08741345986536,,,,74.4938628261777,,,,26.719357940005512,,,,,,,,,,42.859453510239184,,,,158.05200000000002,39.347
2020-04-08 16:50:00,,,,19.94008069669225,,,,26.953526097265662,,21.547855828470716,,72.3207408976331,,,,,,,,,,,,,,21.586,20.06
2020-04-08 17:00:00,,,,16.175068881421467,,,,24.4488249057556,,26.252726725439373,116.73238204835079,65.49755587701567,,,,,,,,,,,,,,736.799,20.276
2020-04-08 17:10:00,,,,,,,,22.45751235036582,,24.69018573982603,,,,,,,,,,,,,,,,21.024,19.684
2020-04-08 17:20:00,,,,,,,,26.10680099854373,,25.34450097935908,,,15.0,,,,48.14429278221225,,,,,,,,,20.721,20.159000000000002
2020-04-08 17:30:00,,,,,,,,26.3155402902468,,28.74977256365959,,,15.0,,,,49.861030825631545,,,,,,,,,20.643,19.62
2020-04-08 17:40:00,,,,,,,,24.328270875245096,,21.70353958371417,,,,,,,48.63796286551923,,,,,,,,,19.314,20.773000000000003
2020-04-08 17:50:00,,,,,,,,24.741664679887702,,23.877722954583,,,,,,,,,,,,,,,,20.604,18.744
2020-04-08 18:00:00,,,,,,,,25.80243201546474,,24.77772574483776,,,,,,,,,,,,,,,,18.762,20.034000000000002
2020-04-08 18:10:00,,,,,,,,26.38109679209137,,,,,,,,,,,,,,,,,,20.43,19.797
2020-04-08 18:20:00,,,,,,,,25.843455912252043,,,,,,,,,,,,,,,,,,21.22,20.749000000000002
2020-04-08 18:30:00,,,,,,,,26.820044533681664,,,,,,,,,,,,,,,,,,20.815,19.789
2020-04-08 18:40:00,,,,,,,,26.063676054688173,,,,,,,,,,,,,,,,,,19.660999999999998,19.826
2020-04-08 18:50:00,,,,,,,,27.011378067616874,,,,,,,,,,,,,,,,,,19.813,20.46
2020-04-08 19:00:00,,,,,,,,963.9474554706419,,,,,,,,,,,,,,,,,,20.873,21.186
2020-04-08 19:10:00,,,,,,,,23.188975799452766,,,,,,,,,,,,,,,,,,19.211,20.323
2020-04-08 19:20:00,,,,,,,,24.86317275197168,,21.0874349801986,,,,,,,,,,,,,,,,19.615,20.041
2020-04-08 19:30:00,,,,,,,,26.192775631196906,,26.585843549962558,,,,,,,,,,,,,,,,21.788,19.665
2020-04-08 19:40:00,,,,,,,,24.072362290700184,,26.036969227815607,,,,,,,,,,,,,,,,20.479,19.765
2020-04-08 19:50:00,,,,,,,,23.9450954040387,,27.16745715390031,,,,,,,,,,,,,,,,22.831999999999997,20.5
2020-04-08 20:00:00,,,,,,,,23.10842436257989,,24.575005343151773,,,,,,,,,,,,,,,,19.283,19.672
2020-04-08 20:10:00,,,,,,,,19.90599266036053,,23.319427263839287,,,,,,,,,,,,,,,,20.706999999999997,19.639
2020-04-08 20:20:00,,,,,,,,20.152337068028462,,25.128473553842177,,,,,,,,,,,,,,,,20.491999999999997,20.886
2020-04-08 20:30:00,,,,,,,,19.78005952946445,,24.860040819883427,,,,,,,,,,,,,,,,20.805999999999997,21.465
2020-04-08 20:40:00,,,,,,,,21.712371807896233,,29.397708576771716,,,,,,,,,,,,,,,,19.898,20.472
2020-04-08 20:50:00,,,,,,,,21.707378295859236,,28.34803716022212,,,,,,,,,,,,,,,,20.509,19.915
2020-04-08 21:00:00,,,,,,,,691.2482929684196,,26.041702991901442,,,,,,,,,,,,,,,,20.377,21.653000000000002
2020-04-08 21:10:00,,,,,,,,71.76762742243507,,24.676471808456512,,,,,,,,,,,,,,,,20.293,20.592
2020-04-08 21:20:00,,,,,,,,20.154052791840204,,33.322336754315636,,,,,,,,,,,,,,,,22.105,19.979
2020-04-08 21:30:00,,,,,,,,21.210649224696887,,29.99125192862992,,,,,,,,,,,,,,,,20.135,19.983
2020-04-08 21:40:00,,,,,,,,22.22973176919249,,27.95848618149273,,,,,,,,,,,,,,,,20.517,19.543
2020-04-08 21:50:00,,,,,,,,25.35574491751889,,28.561233932470945,,,,,,,,,,,,,,,,51.018,19.543
2020-04-08 22:00:00,,,,,,,,20.727565635068427,,26.2491109371106,,,,,,,,,,,,,,,,20.154,23.546
2020-04-08 22:10:00,,,,,,,,23.836389287284323,,25.732832283453355,,,,,,,,,,,,,,,,19.878,
2020-04-08 22:20:00,,,,,,,,17.941303920432247,,26.734538134363397,,,,,,,,,,,,,,,,48.641999999999996,
2020-04-08 22:30:00,,,,,,,,20.92956285200382,20.84888729401701,28.87070391659236,,,,,,,,,,,,,,,,430.63,
2020-04-08 22:40:00,,,,,,,,20.93573314433046,24.547902899820752,28.478214929183327,,,,,,,,,,,,,,,,20.262999999999998,
2020-04-08 22:50:00,,,,,,,,21.714553079320773,29.12326488000525,26.355914498898677,,,,,,,,,,,,,,,,20.986,
2020-04-08 23:00:00,,,,,,,,23.4694957354845,27.40216935693925,25.81404287446276,,,,,,,,,,,,,,,,21.229,
2020-04-08 23:10:00,,,,,,,,23.181511603758587,25.222115903290693,27.99211364924352,,,,,,,,,,,,,,,,489.81699999999995,
2020-04-08 23:20:00,,,,,,,,24.414443928715443,27.000572136519686,685.3687139261345,,,,,,,,,,,,,,,,19.561,
2020-04-08 23:30:00,,,,,,,,21.214674344108122,27.55088613126032,28.794788810380645,,,,,,,,,,,,,,,,22.002,
2020-04-08 23:40:00,,,,,,,,24.78070218657177,23.16924658358129,25.177425514676838,,,,,,,,,,,,,,,,22.178,
2020-04-08 23:50:00,,,,,,,,23.114138878017613,25.808843675759192,25.641415621899746,,,,,,,,,,,,,,,,22.29,
2020-04-09 00:00:00,,,,,17.444464875207988,,,21.747862519266768,26.57162375817848,27.56761363595895,,,,,,,,,,,,,,,,20.119,
2020-04-09 00:10:00,,,,,22.0973399142248,,,21.882491527450814,261.88145996497656,24.520516619658856,,,,,,,,,,,,,,,,20.616999999999997,
2020-04-09 00:20:00,,,,,20.735916292048415,,,22.3551941640654,24.454749254812487,28.2369521719837,,,,,,,,,,,,,,,,22.607,
2020-04-09 00:30:00,,,,,853.1958732088533,,,22.85432004103089,25.268354721327857,26.518093750610824,,,,,,,,,,,,,,,,21.245,
2020-04-09 00:40:00,,,,,22.500364547135504,,,23.920612530546393,24.302654216145662,26.510027458355204,,,,,,,,,,,,,,,,21.682,
2020-04-09 00:50:00,,,,,18.26300409423361,,,21.080649318565637,24.56212928399261,25.76214499217105,,,,,,,,,,,,,,,,20.576999999999998,
2020-04-09 01:00:00,,,,,20.898665860793407,,,1012.2816548256827,23.961646993264353,23.81158851883767,,,,,,,,,,,,,,,,19.54,
2020-04-09 01:10:00,,,,,20.75584932365464,,,21.195227547664796,25.46771369723906,24.30929686742383,,,,,,,,,,,,,,,,22.545,
2020-04-09 01:20:00,,,,,20.74104088586895,,,25.575244094516673,28.48990260384597,25.04017848006404,,,,,,,,,,,,,,,,21.574,
2020-04-09 01:30:00,,,,,18.83476013363023,,,21.397880275017236,25.584167027366618,26.361671527624768,,,,,,,,,,,,,,,,21.435,
2020-04-09 01:40:00,,,,,16.686560910383403,,,20.98948194009521,29.099741044864874,23.71909482290411,,,,,,,,,,,,,,,,22.362,
2020-04-09 01:50:00,,,,,20.68636286237788,,,22.018401738291182,31.789780020478176,29.93430796635269,,,,,,,,,,,,,,,,21.186,
2020-04-09 02:00:00,,,,,21.63677581899796,,,21.50729737628593,27.720809444611586,23.115239221990706,,,,,,,,,,,,,,,,22.689,
2020-04-09 02:10:00,,,,,20.830034113728136,,,23.11706916567772,29.866713507415966,27.368465320375837,,,,,,,,,,,,,,,,21.201,
2020-04-09 02:20:00,,,,,22.56047110252539,,,21.76861878421074,33.529289458771146,26.66895833778225,,,,,,,,,,,,,,,,20.128,
