Timestamp,mobile-30,mobile-31,mobile-32,mobile-9,mobile-21,mobile-22,mobile-48,mobile-23,mobile-13,mobile-14
2020-04-09 03:20:00,,,,,,,22.430741231646167,,41.474966931394334,
2020-04-09 03:30:00,,,,,,,26.22597683480547,,39.159539254472755,
2020-04-09 03:40:00,,,,,,,25.741388788060952,,43.59858104328107,
2020-04-09 03:50:00,,,,,,,24.24701503740515,,43.45147611270506,
2020-04-09 04:00:00,,,,,,,23.643881348373192,,40.00390606990509,
2020-04-09 04:10:00,,,,,,,24.3093013338735,,40.35579253935822,
2020-04-09 04:20:00,,,,,,,25.291126774795924,,40.06073010352338,
2020-04-09 04:30:00,,,,,,,525.3370264043747,,40.41362320318363,
2020-04-09 04:40:00,,,,,,,27.20974762041829,,39.00306441337505,
2020-04-09 04:50:00,,,,,,,28.15568427512679,,40.165966873047,
2020-04-09 05:00:00,,,,,,,25.67374748696145,,43.355956369860074,
2020-04-09 05:10:00,,,,,,,23.874918950063073,,41.55582957315606,
2020-04-09 05:20:00,,,,,,,26.667281201204162,,40.422293583373495,
2020-04-09 05:30:00,,,,,,,25.57094340017218,,38.62388628896062,
2020-04-09 05:40:00,,,,,,,24.537148717880306,,42.99411625978877,
2020-04-09 05:50:00,,,,,,,27.77595979357796,,40.035401412133034,
2020-04-09 06:00:00,,,,,,,24.96555983116477,,41.069599791725786,
2020-04-09 06:10:00,,,,,,,25.70787428197177,,40.83858764470408,
2020-04-09 06:20:00,,,,,,,24.861683450558985,,38.4985386483984,
2020-04-09 06:30:00,,,,,,,28.80627990669787,,39.102186083806075,
2020-04-09 06:40:00,,,,,,,19.150441282171908,,42.38200703681617,
2020-04-09 06:50:00,,,,,,,,,41.19497291458728,
2020-04-09 07:00:00,,,,,,,,,39.226571448632605,
2020-04-09 07:10:00,,,,,,,,,38.1068563435519,
2020-04-09 07:20:00,,,,,,,,,42.13476098447518,
2020-04-09 07:30:00,,,,,,,,,41.1319939243024,
2020-04-09 07:40:00,,,,,,,,,44.31965799803047,
2020-04-09 07:50:00,,,,,,,,,40.39599464132048,
2020-04-09 08:00:00,,,,,,,,,36.70445874027582,
2020-04-09 08:10:00,,,,,,,,,,
2020-04-09 08:20:00,,,,,,,,,,
2020-04-09 08:30:00,,,,,,,,,,
2020-04-09 08:40:00,,,,,,,,,,
2020-04-09 08:50:00,,,,,,,,,,
2020-04-09 09:00:00,,,,,,,,,,
2020-04-09 09:10:00,,,,,,,,,,
2020-04-09 09:20:00,,,,,,,,,,
2020-04-09 09:30:00,,,,,,,,,,
2020-04-09 09:40:00,,,,,,,,,,
2020-04-09 09:50:00,,,,,,,,,,
2020-04-09 10:00:00,,,,,,,,,,
2020-04-09 10:10:00,,,,,,,,,,
2020-04-09 10:20:00,,,,,,,,,,
2020-04-09 10:30:00,,,,,,,,,,
2020-04-09 10:40:00,,,,,,,,,,
2020-04-09 10:50:00,,,,,,,,,,
2020-04-09 11:00:00,,,,,,,,,,
2020-04-09 11:10:00,,,,,,,,,,
2020-04-09 11:20:00,,,,,,,,,,
2020-04-09 11:30:00,,,,,,,,,,
2020-04-09 11:40:00,,,,,,,,,,
2020-04-09 11:50:00,,,,,,,,,,
2020-04-09 12:00:00,,,,,,,,,,
2020-04-09 12:10:00,,,,,,,,,,
2020-04-09 12:20:00,,,,,,,,,,
2020-04-09 12:30:00,,,,,,,,,,
2020-04-09 12:40:00,,,,,,,,,,
2020-04-09 12:50:00,,,,,,,,,,
2020-04-09 13:00:00,,,,,,,,,,
2020-04-09 13:10:00,,,,,,,,,,
2020-04-09 13:20:00,,,,,,,,,,
2020-04-09 13:30:00,,,,,,,,,,
2020-04-09 13:40:00,,,,,,,,,,
2020-04-09 13:50:00,,,,,,,,,,
2020-04-09 14:00:00,,,,,,,,,,
2020-04-09 14:10:00,,,,,,,,,,
2020-04-09 14:20:00,,,,,,,,,,
2020-04-09 14:30:00,,,,,,,,,,
2020-04-09 14:40:00,,,,,,,,,,
2020-04-09 14:50:00,,,,,,,,,,
2020-04-09 15:00:00,,,,,,,,,,
2020-04-09 15:10:00,,,,,,,,,,
2020-04-09 15:20:00,,,,,,,,,,
2020-04-09 15:30:00,,,,,,,,,,
2020-04-09 15:40:00,,,,,,,,,,
2020-04-09 15:50:00,,,,,,,,,,
2020-04-09 16:00:00,,,,,,,,,,
2020-04-09 16:10:00,,,,,,,,,,
2020-04-09 16:20:00,,,,,,,,,,
2020-04-09 16:30:00,,,,,,,,,,
2020-04-09 16:40:00,,,,,,,,,,
2020-04-09 16:50:00,,,,,,,,,,
2020-04-09 17:00:00,,,,,,,,,,
2020-04-09 17:10:00,,,,,,,,,,
2020-04-09 17:20:00,,,,,,,,,,
2020-04-09 17:30:00,,,,,,,,,,
2020-04-09 17:40:00,,,,,,,,,,
2020-04-09 17:50:00,,,,,,,,,,
2020-04-09 18:00:00,,,,,,,,,,
2020-04-09 18:10:00,,,,,,,,,,
2020-04-09 18:20:00,,,,,,,,,,
2020-04-09 18:30:00,,,,,,,,,,
2020-04-09 18:40:00,,,,,,,,,,
2020-04-09 18:50:00,,,,,,,,,,
2020-04-09 19:00:00,,,,,,,32.385631591650316,,,
2020-04-09 19:10:00,,,,,,,27.138886313609614,,,
2020-04-09 19:20:00,,,,,,,31.511423271771307,,,
2020-04-09 19:30:00,,,,,,,29.47612813698897,,,
2020-04-09 19:40:00,,,,,,,31.28374560977406,,,
2020-04-09 19:50:00,,,,,,,29.530296950304088,,,
2020-04-09 20:00:00,,,,,,,29.77937128100934,,,
2020-04-09 20:10:00,,,,,,,467.43108787416196,,,
2020-04-09 20:20:00,,,,,,,30.74565794096951,,,
2020-04-09 20:30:00,,,,,,,30.79410922378408,,,
2020-04-09 20:40:00,,,,,,,35.159660458819864,,40.87275369412792,
2020-04-09 20:50:00,,,,,,,31.51862555816994,,50.198986107005574,
2020-04-09 21:00:00,,,,,,,32.90833652207335,,49.43463949365282,
2020-04-09 21:10:00,,,,,,,30.55178604157156,,50.77770168195967,
2020-04-09 21:20:00,,,,,,,31.066334495630908,,46.04220348928235,
2020-04-09 21:30:00,,,,,,,342.5358385210363,,44.13483946530052,
2020-04-09 21:40:00,,,,,,,33.62514477349675,,44.9109955893736,
2020-04-09 21:50:00,,,,,,,30.181181378443853,,47.57171593908211,
2020-04-09 22:00:00,,,,,,,31.422672506986252,,85.28189121044463,
2020-04-09 22:10:00,,,,,,,33.368658447125426,,45.02352317148944,
2020-04-09 22:20:00,,,,,,,31.660391771796128,,50.849440974588006,
2020-04-09 22:30:00,,,,,,,32.29074042429605,,45.16330611942319,
2020-04-09 22:40:00,,,,,,,33.615056475689585,,42.584478440359845,
2020-04-09 22:50:00,,,,,,,36.2746168930906,,45.2224826227195,
2020-04-09 23:00:00,,,,,,,31.3662244405684,,48.071259278228084,
2020-04-09 23:10:00,,,,,,,29.90375427395157,,50.429558220886776,
2020-04-09 23:20:00,,,,,,,33.51920038918251,,47.21956749424817,
2020-04-09 23:30:00,,,,,,,32.0695471070565,,46.40238812374295,
2020-04-09 23:40:00,,,,,,,30.476732242482143,,44.840083468258115,
2020-04-09 23:50:00,,,,,,,36.02710475577624,,44.20849155447306,
2020-04-10 00:00:00,,,,,,,32.041116240524694,,52.108361603048216,
2020-04-10 00:10:00,,,,,,,34.95995407434151,,49.049206782306825,
2020-04-10 00:20:00,,,,,,,633.5370595137343,,45.69604109885165,
2020-04-10 00:30:00,,,,,,,32.75323662045213,,49.04037108037269,
2020-04-10 00:40:00,,,,,,,28.702651761570873,,50.55399434810829,
2020-04-10 00:50:00,,,,,,,39.91470916320596,,50.33976790998097,
2020-04-10 01:00:00,,,,,,,33.61675166733564,,44.29644570296136,
2020-04-10 01:10:00,,,,,,,375.92007909190863,,48.413223070101616,
2020-04-10 01:20:00,,,,,,,33.705849680318096,,48.726508793477365,
2020-04-10 01:30:00,,,,,,,31.379751486082625,,44.445054917681034,
2020-04-10 01:40:00,,,,,,,35.202607415358905,,50.45011480793281,
2020-04-10 01:50:00,,,,,,,34.575298881084926,,46.7241621487382,
2020-04-10 02:00:00,,,,,,,35.18465033474142,,49.98446362541864,
2020-04-10 02:10:00,,,,,,,32.83984071087481,,50.520478620746154,
2020-04-10 02:20:00,,,,,,,32.206738756882984,,330.60240680927785,
2020-04-10 02:30:00,,,,,,,33.804382485135676,,54.99222898872999,
2020-04-10 02:40:00,,,,,,,34.207771093189585,,645.5001471102878,
2020-04-10 02:50:00,,,,,,,31.205578350472432,,46.43580326333284,
2020-04-10 03:00:00,,,,,,,31.649477990306984,,47.11373948860162,
2020-04-10 03:10:00,,,,,,,807.9792370281256,,44.513844718884926,
2020-04-10 03:20:00,,,,,,,41.08158744022445,,43.8727447564548,
2020-04-10 03:30:00,,,,,,,31.50936296160441,,46.268534838964996,
2020-04-10 03:40:00,,,,,,,36.159802385300004,,46.297059390716655,
2020-04-10 03:50:00,,,,,,,37.00875781570694,,45.14919628694005,
2020-04-10 04:00:00,,,,,,,538.3275938245547,,45.97944171489715,
2020-04-10 04:10:00,,,,,,,28.99808219398359,,55.198496290433,
2020-04-10 04:20:00,,,,,,,33.50157160838022,,48.85066701215848,
2020-04-10 04:30:00,,,,,,,31.052017169743877,,46.8529176012288,
2020-04-10 04:40:00,,,,,,,33.00700566670464,,46.608606601602354,
2020-04-10 04:50:00,,,,,,,33.215257857417114,,48.83500943580632,
2020-04-10 05:00:00,,,,,,,37.18817121957996,,47.1798661624049,
2020-04-10 05:10:00,,,,,,,33.68061018744187,,54.58497935502776,
2020-04-10 05:20:00,,,,,,,33.20171114701249,,49.521231606241656,
2020-04-10 05:30:00,,,,,,,907.8413651663333,,820.8872401572679,
2020-04-10 05:40:00,,,,,,,33.660505062935,,46.18979916477039,
2020-04-10 05:50:00,,,,,,,31.450530686760693,,49.472057250148325,
2020-04-10 06:00:00,,,,,,,32.79580829117597,,45.51821829512568,
2020-04-10 06:10:00,,,,,,,31.223463578582184,,49.12590006946585,
2020-04-10 06:20:00,,,,,,,31.75006188251789,,44.950598282310494,
2020-04-10 06:30:00,,,,,,,33.85490887114277,,47.98806721685829,
2020-04-10 06:40:00,,,,,,,30.6829917890937,,45.431356768210954,
2020-04-10 06:50:00,,,,,,,32.31067764741405,,51.025167501407935,
2020-04-10 07:00:00,,,,,,,30.710506148222198,,47.00438975300361,
2020-04-10 07:10:00,,,,,,,35.12349052793299,,46.81656779225421,
2020-04-10 07:20:00,,,,,,,34.5036849681848,,47.39643992041157,
2020-04-10 07:30:00,,,,,,,32.025160485913034,,,
2020-04-10 07:40:00,,,,,,,32.616308478006104,,,
2020-04-10 07:50:00,,,,,,,34.239622932643925,,,
2020-04-10 08:00:00,,,,,,,34.1305691497771,,,
2020-04-10 08:10:00,,,,,,,34.540788789104965,,,
2020-04-10 08:20:00,,,,,,,34.14966641004264,,,
2020-04-10 08:30:00,,,,,,,30.32488874150323,,,
2020-04-10 08:40:00,,,,,,,37.838203962192274,,,
2020-04-10 08:50:00,,,,,,,33.08680493345855,,,
2020-04-10 09:00:00,,,,,,,,,,
2020-04-10 09:10:00,,,,,,,,,,
2020-04-10 09:20:00,,,,,,,,,,
2020-04-10 09:30:00,,,,,,,,,,
2020-04-10 09:40:00,,,,,,,,,,
2020-04-10 09:50:00,,,,,,,,,,
2020-04-10 10:00:00,,,,,,,,,,
2020-04-10 10:10:00,,,,,,,,,,
2020-04-10 10:20:00,,,,,,,,,,
2020-04-10 10:30:00,,,,,,,,,,
2020-04-10 10:40:00,,,,,,,,,,
2020-04-10 10:50:00,,,,,,,,,,
2020-04-10 11:00:00,,,,,,,,,,
2020-04-10 11:10:00,,,,,,,,,,
2020-04-10 11:20:00,,,,,,,,,,
2020-04-10 11:30:00,,,,,,,,,,
2020-04-10 11:40:00,,,,,,,,,,
2020-04-10 11:50:00,,,,,,,,,,
2020-04-10 12:00:00,,,,,,,,,,
2020-04-10 12:10:00,,,,,,,,,,
2020-04-10 12:20:00,,,,,,,,,,
2020-04-10 12:30:00,,,,,,,,,,
2020-04-10 12:40:00,,,,,,,,,,
2020-04-10 12:50:00,,,,,,,,,,
2020-04-10 13:00:00,,,,,,,,,,
2020-04-10 13:10:00,,,,,,,,,,
2020-04-10 13:20:00,,,,,,,,,,
2020-04-10 13:30:00,,,,,,,,,,
2020-04-10 13:40:00,,,,,,,,,,
2020-04-10 13:50:00,,,,,,,,,,
2020-04-10 14:00:00,,,,,,,,,,
2020-04-10 14:10:00,,,,,,,,,,
2020-04-10 14:20:00,,,,,,,,,,
2020-04-10 14:30:00,,,,,,,,,,
2020-04-10 14:40:00,,,,,,,,,,
2020-04-10 14:50:00,,,,,,,,,,
2020-04-10 15:00:00,,,,,,,,,,
2020-04-10 15:10:00,,,,,,,,,,
2020-04-10 15:20:00,,,,,,,,,,
2020-04-10 15:30:00,,,,,,,,,,
2020-04-10 15:40:00,,,,,,,,,,
2020-04-10 15:50:00,,,,,,,,,,
2020-04-10 16:00:00,,,,,,,,,,
2020-04-10 16:10:00,,,,,,,,,,
2020-04-10 16:20:00,,,,,,,,,,
2020-04-10 16:30:00,,,,,,,,,,
2020-04-10 16:40:00,,,,,,,,,,
2020-04-10 16:50:00,,,,,,,,,,
2020-04-10 17:00:00,,,,,,,,,,
2020-04-10 17:10:00,,,,,,,,,,
2020-04-10 17:20:00,,,,,,,,,,
2020-04-10 17:30:00,,,,,,,,,,
2020-04-10 17:40:00,,,,,,,,,,
2020-04-10 17:50:00,,,,,,,,,,
2020-04-10 18:00:00,,,,,,,,,,
2020-04-10 18:10:00,,,,,,,,,,
2020-04-10 18:20:00,,,,,,,,,,
2020-04-10 18:30:00,,,,,,,,,,
2020-04-10 18:40:00,,,,,,,,,,
2020-04-10 18:50:00,,,,,,,,,,
2020-04-10 19:00:00,,,,,,,,,,
2020-04-10 19:10:00,,,,,,,,,,
2020-04-10 19:20:00,,,,,,,,,,
2020-04-10 19:30:00,,,,,,,,,,
2020-04-10 19:40:00,,,,,,,,,,
2020-04-10 19:50:00,,,,,,,,,,
2020-04-10 20:00:00,,,,,,,,,,
2020-04-10 20:10:00,,,,,,,,,,
2020-04-10 20:20:00,,,,,,,,,,
2020-04-10 20:30:00,,,,,,,,,45.51533986745505,
2020-04-10 20:40:00,,,,,,,,,47.15555344690073,
2020-04-10 20:50:00,,,,,,,,,53.3428683124106,
2020-04-10 21:00:00,,,,,,,,,52.948251560532064,
2020-04-10 21:10:00,,,,,,,,,49.83376316045943,
2020-04-10 21:20:00,,,,,,,,,53.14926000804226,
2020-04-10 21:30:00,,,,,,,,,51.1008386255363,
2020-04-10 21:40:00,,,,,,,,,53.57604927817685,
2020-04-10 21:50:00,,,,,,,,,51.65676952851393,
2020-04-10 22:00:00,,,,,,,,,53.21027053691592,
2020-04-10 22:10:00,,,,,,,,,57.77559361114706,
2020-04-10 22:20:00,,,,,,,,,50.1258937360257,
2020-04-10 22:30:00,,,,,,,,,56.540411763915614,
2020-04-10 22:40:00,,,,,,,,,46.64913177113412,
2020-04-10 22:50:00,,,,,,,,,48.3148141234912,
2020-04-10 23:00:00,,,,,,,,,53.62165706956267,
2020-04-10 23:10:00,,,,,,,,,51.200021983071615,
2020-04-10 23:20:00,,,,,,,,,51.55609440347893,
2020-04-10 23:30:00,,,,,,,,,54.307240744075536,
2020-04-10 23:40:00,,,,,,,,,50.690073143727716,
2020-04-10 23:50:00,,,,,,,,,45.12199194977411,
2020-04-11 00:00:00,,,,,,,,,,
